,matnr,zzprncode,zzibrnd,mtart,matkl,TherapeuticClass,PrincipalName,mstae,mstde,mstav,mstdv,zzdwrx,spart,vtweg,dwerk,mvgr1,mvgr2,mvgr3,mvgr4,mvgr5,tragr,vmsta,vmstd,MaterialSalesOrganisation,prodh,mtpos,OldMaterialCode,GovernmentMaterialCode,taxClassification,Description,Language,DefaultMaterialDescription,DefaultMaterialLanguage,unitOfMeasurement,itemRegistrationNumber,GenericMaterialName,WarehouseStorageCondition,aland,taxm1,taxm2,taxm3,taxm4,taxm5,taxm6,taxm7,taxm8,taxm9,taxim,tatyp,vtext,idnlf,prat1,prat2,prat3,prat4,prat5,prat6,prat7,prat8,prat9,zzibrnd_new,TherapeuticClass_new,PrincipalName_new,soup
908,23046701,101236.0,HYCAMTIN,ZF03,ZPE,Vinca alkaloids and other plant products,GLAXOSMITHKLINE PHARMACEUTICAL_,LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2SD,,ZP07,Z7,20140620,2001,101236ONCOLOHYCHYC,NORM,02180291,,,HYCAMTININJ4MG1'S,E,HYCAMTININJ4MG1'S,E,EA,MAL19970273A,TOPOTECAN,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['HYCAMTIN'],['Vinca alkaloids and other plant products'],['GLAXOSMITHKLINE PHARMACEUTICAL_'],hycamtin vinca alkaloids and other plant productsglaxosmithkline pharmaceutical_ hycamtininj4mg1's
909,23048661,101261.0,EXELON PATCH 5CM,ZF03,ZPE,"Anti-alzheimer prods., cholines.inhibit.",NOVARTIS CORPORATION (M) SDN,LR,20250101,Z7,20250101,Y,10,10,2010,,,ZNC,2SD,,ZP01,,0,2001,101261GENMED011001,NORM,052713881,,,EXELON PATCH 5CM4.6MG30'S,E,EXELON PATCH 5CM4.6MG30'S,E,EA,MAL20081794ACR,RIVASTIGMINE BASE,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,713881,,,,,,,,,,['EXELON PATCH 5CM'],"['Anti-alzheimer prods.', 'cholines.inhibit.']",['NOVARTIS CORPORATION (M) SDN'],exelon patch 5cm anti-alzheimer prods. cholines.inhibit.novartis corporation (m) sdn exelon patch 5cm4.6mg30's
910,23348042,101337.0,DUGRO 3 REGULAR 850G,ZF03,ZNT,Other nutrients,DANONE SPECIALIZED NUTRITION,LR,21000101,LR,21000101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101337DUM001001003,NORM,159716,,,DUGRO 3 REGULAR 850G (MY) GG,E,DUGRO 3 REGULAR 850G (MY) GG,E,EA,NOT REQUIRED,DUGRO 3 REGULAR 850G (MY) GG,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,159716,,,,,,,,,,['DUGRO 3 REGULAR 850G'],['Other nutrients'],['DANONE SPECIALIZED NUTRITION'],dugro 3 regular 850g other nutrientsdanone specialized nutrition dugro 3 regular 850g (my) gg
911,21039638,101254.0,NUROFEN 400MG 2x6S,ZF01,ZPE,"Antirheumatics, non-steroidal plain",RECKITT BENCKISER (MALAYSIA),LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2SD,,ZP01,Z7,20150425,2001,101254RB0002007002,NORM,0428035397,,,NUROFEN 400MG 2x6S,E,NUROFEN 400MG 2x6S,E,EA,MAL19993016A,NUROFEN 400MG 2X6S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['NUROFEN 400MG 2x6S'],"['Antirheumatics', 'non-steroidal plain']",['RECKITT BENCKISER (MALAYSIA)'],nurofen 400mg 2x6s antirheumatics non-steroidal plainreckitt benckiser (malaysia) nurofen 400mg 2x6s
912,23047730,101256.0,ORGANIQUE SOOTHING M,ZF03,ZPC,"Emollients, protectives",EMBUN ELIT SDN BHD (PCL a/c),LR,20250326,LR,20250326,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101256WORG01001001,NORM,046714505,,,ORGANIQUE SOOTHING MASSAGEBALM50ML,E,ORGANIQUE SOOTHING MASSAGEBALM50ML,E,EA,NOT130303751K,ORGANIQUE SOOTHING MASSAGE BALM  50ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['ORGANIQUE SOOTHING M'],"['Emollients', 'protectives']",['EMBUN ELIT SDN BHD (PCL a/c)'],organique soothing m emollients protectivesembun elit sdn bhd (pcl a/c) organique soothing massagebalm50ml
913,21046711,101393.0,INSYTE-W WINGED GN 1,ZF01,ZMD,All other non-therapeutic products,BECTON DICKINSON HOLDINGS PTE,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101393000104000000,NORM,277381347,,,INSYTE-W WINGED GN 18GA X1.88IN50'S,E,INSYTE-W WINGED GN 18GA X1.88IN50'S,E,EA,NOT REQUIRED,INSYTE-W WINGED GN 18GA X 1.88IN 50'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['INSYTE-W WINGED GN 1'],['All other non-therapeutic products'],['BECTON DICKINSON HOLDINGS PTE'],insyte-w winged gn 1 all other non-therapeutic productsbecton dickinson holdings pte insyte-w winged gn 18ga x1.88in50's
914,21046717,101393.0,INSYTE AUTUGD YEL 24,ZF01,ZMD,All other non-therapeutic products,BECTON DICKINSON HOLDINGS PTE,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101393000104000000,NORM,277381812,,,INSYTE AUTUGD YEL 24GA X 0.75IN50S,E,INSYTE AUTUGD YEL 24GA X 0.75IN50S,E,EA,NOT REQUIRED,INSYTE AUTUGD YEL 24GA X 0.75IN 50S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['INSYTE AUTUGD YEL 24'],['All other non-therapeutic products'],['BECTON DICKINSON HOLDINGS PTE'],insyte autugd yel 24 all other non-therapeutic productsbecton dickinson holdings pte insyte autugd yel 24ga x 0.75in50s
915,21046719,101393.0,INSYTE AUTUGD PNK 20,ZF01,ZMD,All other non-therapeutic products,BECTON DICKINSON HOLDINGS PTE,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101393000104000000,NORM,277381834,,,INSYTE AUTUGD PNK 20GA X 1.16IN50S,E,INSYTE AUTUGD PNK 20GA X 1.16IN50S,E,EA,NOT REQUIRED,INSYTE AUTUGD PNK 20GA X 1.16IN  50S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['INSYTE AUTUGD PNK 20'],['All other non-therapeutic products'],['BECTON DICKINSON HOLDINGS PTE'],insyte autugd pnk 20 all other non-therapeutic productsbecton dickinson holdings pte insyte autugd pnk 20ga x 1.16in50s
916,23073051,101281.0,JOINTRIL GLUCOSAMINE,ZF03,ZCH,"Antirheumatics, non-steroidal plain",MEDIPHARM INDUSTRIES SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101281GOLI01004002,NORM,82107,,,JOINTRIL GLUCOSAMINEB2F1NO RETURN 3X50,E,JOINTRIL GLUCOSAMINEB2F1NO RETURN 3X50,E,EA,MAL20014230XC,JOINTRIL GLUCOSAMINE B2F1 NO RETURN 3X50,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['JOINTRIL GLUCOSAMINE'],"['Antirheumatics', 'non-steroidal plain']",['MEDIPHARM INDUSTRIES SDN BHD'],jointril glucosamine antirheumatics non-steroidal plainmedipharm industries sdn bhd jointril glucosamineb2f1no return 3x50
917,21041036,101229.0,JB MILK BATH 600ML,ZF01,ZPC,"Emollients, protectives",JOHNSON & JOHNSON SDN BHD (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101229WBAB01005006,NORM,152011143501,,,JB MILK BATH 600MLREFILL,E,JB MILK BATH 600MLREFILL,E,EA,NOT REQUIRED,JB MILK BATH 600ML REFILL,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,9556006061084,,,,,,,,,,['JB MILK BATH 600ML'],"['Emollients', 'protectives']","['JOHNSON ', 'JOHNSON SDN BHD (PCL']",jb milk bath 600ml emollients protectivesjohnson  johnson sdn bhd (pcl jb milk bath 600mlrefill
918,23064375,101237.0,MILK THISTLE 60'S 1+,ZF03,ZCH,All other tonics,BLACKMORES (MALAYSIA) SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,PMO,,ZNC,2GD,,ZP01,,0,2001,101237VHBP01004001,NORM,23599,,,MILK THISTLE 60'S 1+2ND 50% OFF,E,MILK THISTLE 60'S 1+2ND 50% OFF,E,EA,MAL05061558TCR,MILK THISTLE 60'S 1+2ND 50% OFF,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,26081,,,,,,,,,,"[""MILK THISTLE 60'S 1+""]",['All other tonics'],['BLACKMORES (MALAYSIA) SDN BHD'],milk thistle 60's 1+ all other tonicsblackmores (malaysia) sdn bhd milk thistle 60's 1+2nd 50% off
919,23059447,101337.0,MAMIL MAMA (FINE COC,ZF03,ZNT,Other nutrients,DANONE SPECIALIZED NUTRITION,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101337DUM001001019,NORM,FGMUMCH0600BXMY28,,,MAMIL MAMA (FINE COCOA)600G,E,MAMIL MAMA (FINE COCOA)600G,E,EA,NOT REQUIRED,MAMIL MAMA (FINE COCOA) 600G,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,FGMUMCH0600BXMY28,,,,,,,,,,['MAMIL MAMA (FINE COC'],['Other nutrients'],['DANONE SPECIALIZED NUTRITION'],mamil mama (fine coc other nutrientsdanone specialized nutrition mamil mama (fine cocoa)600g
920,23071402,101242.0,LIPICE TINTED LIPBAL,ZF03,ZPC,All other non-therapeutic products,ROHTO-MENTHOLATUM (M) SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101242WLIP01011001,NORM,29674,,,LIPICE TINTED LIPBALM STRAWBERRY3.5GM,E,LIPICE TINTED LIPBALM STRAWBERRY3.5GM,E,EA,NOT121100980K,LIPICE TINTED LIPBALM STRAWBERRY 3.5GM,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['LIPICE TINTED LIPBAL'],['All other non-therapeutic products'],['ROHTO-MENTHOLATUM (M) SDN BHD'],lipice tinted lipbal all other non-therapeutic productsrohto-mentholatum (m) sdn bhd lipice tinted lipbalm strawberry3.5gm
921,23046993,101236.0,WELLBUTRIN SR,ZF03,ZPE,"Antidepressants, all others",GLAXOSMITHKLINE PHARMACEUTICAL_,LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2SD,,ZP01,Z7,20140620,2001,101236CTR NSWELWEL,NORM,02181490,,,WELLBUTRIN SR150MG1x60,E,WELLBUTRIN SR150MG1x60,E,EA,MAL20081803AR,WELLBUTRIN SR             150MG  1x60,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['WELLBUTRIN SR'],"['Antidepressants', 'all others']",['GLAXOSMITHKLINE PHARMACEUTICAL_'],wellbutrin sr antidepressants all othersglaxosmithkline pharmaceutical_ wellbutrin sr150mg1x60
922,23057030,101293.0,WILD ALASKAN SALMON,ZF03,ZCH,Anti-atheroma preps. of natural origin,CAMBERT (M) SDN BHD  (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,KRP,,ZNC,2GD,,ZP01,,0,2001,101293VKOR01002002,NORM,119KRLVIT2220,,,WILD ALASKAN SALMONOIL PO3120S,E,WILD ALASKAN SALMONOIL PO3120S,E,EA,MAL19986545T,WILD ALASKAN SALMON OIL PO3      120S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['WILD ALASKAN SALMON'],['Anti-atheroma preps. of natural origin'],['CAMBERT (M) SDN BHD  (PCL a/c)'],wild alaskan salmon anti-atheroma preps. of natural origincambert (m) sdn bhd  (pcl a/c) wild alaskan salmonoil po3120s
923,23048414,101261.0,VOLTAREN SUPPOSITORY,ZF03,ZPE,"Antirheumatics, non-steroidal plain",NOVARTIS CORPORATION (M) SDN,LR,20250101,Z7,20250101,Y,10,10,2010,,,ZNC,2SD,,ZP01,,0,2001,101261GENMED005001,NORM,052102600,,,VOLTAREN SUPPOSITORY25MG10'S,E,VOLTAREN SUPPOSITORY25MG10'S,E,EA,MAL19861076A,DICLOFENAC SODIUM,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,102600,,,,,,,,,,['VOLTAREN SUPPOSITORY'],"['Antirheumatics', 'non-steroidal plain']",['NOVARTIS CORPORATION (M) SDN'],voltaren suppository antirheumatics non-steroidal plainnovartis corporation (m) sdn voltaren suppository25mg10's
924,23073255,101286.0,VISANNE,ZF03,ZPE,"Progestogens, excluding G3A, G3F",BAYER CO (M) SDN BHD (PCL a/c),LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2SD,,ZP01,,0,2001,10128600BAY1BU1020,NORM,88263,,,VISANNETAB2MG2X14'S,E,VISANNETAB2MG2X14'S,E,EA,MAL12105068AR,DIENOGEST,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,IDLNF-23073255,,,,,,,,,,['VISANNE'],"['Progestogens', 'excluding G3A', 'G3F']",['BAYER CO (M) SDN BHD (PCL a/c)'],visanne progestogens excluding g3a g3fbayer co (m) sdn bhd (pcl a/c) visannetab2mg2x14's
925,23059538,101338.0,URIAGE HYSEAC SOIN A,ZF03,ZPC,"Emollients, protectives",LABORATOIRES DERMATO D'URIAGE,Z2,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101338URIAGE002014,NORM,19415000219,,,URIAGE HYSEAC SOIN ACTIF AUX AHA40ML,E,URIAGE HYSEAC SOIN ACTIF AUX AHA40ML,E,EA,NOT101203042K,URIAGE HYSEAC SOIN ACTIF AUX AHA 40ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['URIAGE HYSEAC SOIN A'],"['Emollients', 'protectives']","[""LABORATOIRES DERMATO D'URIAGE""]",uriage hyseac soin a emollients protectiveslaboratoires dermato d'uriage uriage hyseac soin actif aux aha40ml
926,23047737,101256.0,PROTEIN CONDITIONER,ZF03,ZPC,Other dermatological preparations,EMBUN ELIT SDN BHD (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101256WHAI01003001,NORM,046815929,,,PROTEIN CONDITIONERCOLOURPROTECT 400ML,E,PROTEIN CONDITIONERCOLOURPROTECT 400ML,E,EA,NOT130400579K,PROTEIN CONDITIONER COLOUR PROTECT 400ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['PROTEIN CONDITIONER'],['Other dermatological preparations'],['EMBUN ELIT SDN BHD (PCL a/c)'],protein conditioner other dermatological preparationsembun elit sdn bhd (pcl a/c) protein conditionercolourprotect 400ml
927,23047766,101256.0,PURIFYING NEEM FACE,ZF03,ZPC,All other non-therapeutic products,EMBUN ELIT SDN BHD (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101256WSKI01023001,NORM,046818777,,,PURIFYING NEEM FACEWASH50ML,E,PURIFYING NEEM FACEWASH50ML,E,EA,NOT130202172K,PURIFYING NEEM FACE WASH         50ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['PURIFYING NEEM FACE'],['All other non-therapeutic products'],['EMBUN ELIT SDN BHD (PCL a/c)'],purifying neem face all other non-therapeutic productsembun elit sdn bhd (pcl a/c) purifying neem facewash50ml
928,21042714,101346.0,SURBEX BE FISH OIL P,ZF01,ZCH,Anti-atheroma preps. of natural origin,ABBOTT LABORATORIES (M) SDN,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101346000EPDFIOFIO,NORM,209T036.060R,,,SURBEX BE FISH OIL PLUS CAP 880MG60'S,E,SURBEX BE FISH OIL PLUS CAP 880MG60'S,E,EA,MAL06081248XCR,SURBEX BE FISH OIL PLUS CAP 880MG 60'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SURBEX BE FISH OIL P'],['Anti-atheroma preps. of natural origin'],['ABBOTT LABORATORIES (M) SDN'],surbex be fish oil p anti-atheroma preps. of natural originabbott laboratories (m) sdn surbex be fish oil plus cap 880mg60's
929,23063777,101363.0,TEOSYAL PURESENSE UL,ZF03,ZMD,Other dermatological preparations,PARVUS SDN BHD,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101363000FIL001006,NORM,225PVFILTEOULT1MAC,,,TEOSYAL PURESENSE ULTIMATE2X1ML,E,TEOSYAL PURESENSE ULTIMATE2X1ML,E,EA,NOT REQUIRED,TEOSYAL PURESENSE ULTIMATE 2X1ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TEOSYAL PURESENSE UL'],['Other dermatological preparations'],['PARVUS SDN BHD'],teosyal puresense ul other dermatological preparationsparvus sdn bhd teosyal puresense ultimate2x1ml
930,21037847,101223.0,TECNIS ZMA 14.0D MF,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,ZMA,,ZNC,2GD,,ZP01,,0,2001,101223000IOL004004,NORM,009ZMA00140,,,TECNIS ZMA 14.0D MFACRYLI,E,TECNIS ZMA 14.0D MFACRYLI,E,EA,NOT REQUIRED,TECNIS ZMA 14.0D MF ACRYLI,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,HSDATTEST,,,,,,,,,,['TECNIS ZMA 14.0D MF'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis zma 14.0d mf cataract and anticataractogenic preps.abbott medical optics tecnis zma 14.0d mfacryli
931,21037880,101223.0,TECNIS ZMA 34.0D MF,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,ZMA,,ZNC,2GD,,ZP01,,0,2001,101223000IOLMULMF1,NORM,009ZMA00340,,,TECNIS ZMA 34.0D MFACRYLI,E,TECNIS ZMA 34.0D MFACRYLI,E,EA,NOT REQUIRED,TECNIS ZMA 34.0D MF ACRYLI,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS ZMA 34.0D MF'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis zma 34.0d mf cataract and anticataractogenic preps.abbott medical optics tecnis zma 34.0d mfacryli
932,21037610,101223.0,TECNIS TORIC 1-PIECE,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101223000IOL006001,NORM,009ZCT1500135,,,TECNIS TORIC 1-PIECECYL1.5013.5,E,TECNIS TORIC 1-PIECECYL1.5013.5,E,EA,NOT REQUIRED,TECNIS TORIC 1-PIECE CYL1.50 13.5,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS TORIC 1-PIECE'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis toric 1-piece cataract and anticataractogenic preps.abbott medical optics tecnis toric 1-piececyl1.5013.5
933,21037627,101223.0,TECNIS TORIC 1-PIECE,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101223000IOL006001,NORM,009ZCT1500220,,,TECNIS TORIC 1-PIECECYL1.5022.0,E,TECNIS TORIC 1-PIECECYL1.5022.0,E,EA,NOT REQUIRED,TECNIS TORIC 1-PIECE CYL1.50 22.0,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS TORIC 1-PIECE'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis toric 1-piece cataract and anticataractogenic preps.abbott medical optics tecnis toric 1-piececyl1.5022.0
934,21037796,101223.0,TECNIS TORIC 1-PIECE,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101223000IOL006001,NORM,009ZCT4000180,,,TECNIS TORIC 1-PIECECYL4.0018.0,E,TECNIS TORIC 1-PIECECYL4.0018.0,E,EA,NOT REQUIRED,TECNIS TORIC 1-PIECE CYL4.00 18.0,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS TORIC 1-PIECE'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis toric 1-piece cataract and anticataractogenic preps.abbott medical optics tecnis toric 1-piececyl4.0018.0
935,21037918,101223.0,TECNIS MF 1PCS 6.0MM,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,ZMB,,ZNC,2GD,,ZP01,,0,2001,101223000IOLMULMF1,NORM,009ZMB00I0235,,,TECNIS MF 1PCS 6.0MM23.5D,E,TECNIS MF 1PCS 6.0MM23.5D,E,EA,NOT REQUIRED,TECNIS MF 1PCS 6.0MM23.5D,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS MF 1PCS 6.0MM'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis mf 1pcs 6.0mm cataract and anticataractogenic preps.abbott medical optics tecnis mf 1pcs 6.0mm23.5d
936,23056423,101292.0,SIMPLE REF. FACIAL,ZF03,ZCS,"Emollients, protectives",PURECARE HEALTH & BEAUTY SDN,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101292ACON01001002,NORM,118410,,,SIMPLE REF. FACIALWASHGEL150ML,E,SIMPLE REF. FACIALWASHGEL150ML,E,EA,NOT111002183K,SIMPLE REF. FACIAL  WASH  GEL    150ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SIMPLE REF. FACIAL'],"['Emollients', 'protectives']","['PURECARE HEALTH ', 'BEAUTY SDN']",simple ref. facial emollients protectivespurecare health  beauty sdn simple ref. facialwashgel150ml
937,21042081,101339.0,SCOTT'S VIT C ZIPPER,ZF01,ZCH,Combinations of vitamin A with vitamin D,GLAXOSMITHKLINE CONSUMER,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2PH,,ZP01,,0,2001,101339VITAMISCVSCV,NORM,195239142,,,SCOTT'S VIT C ZIPPERPACK- ORANGE,E,SCOTT'S VIT C ZIPPERPACK- ORANGE,E,EA,NOT REQUIRED,SCOTT'S VIT C ZIPPER PACK - ORANGE,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,"[""SCOTT'S VIT C ZIPPER""]",['Combinations of vitamin A with vitamin D'],['GLAXOSMITHKLINE CONSUMER'],scott's vit c zipper combinations of vitamin a with vitamin dglaxosmithkline consumer scott's vit c zipperpack- orange
938,21037088,101223.0,SENSAR IOL AR40E,ZF01,ZMD,"Cataract & anticataractogenic prep, top.",ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,SEN,,ZNC,2GD,,ZP01,,0,2001,101223000IOL003001,NORM,009AR40E00270,,,SENSAR IOL AR40E27.0D,E,SENSAR IOL AR40E27.0D,E,EA,NOT REQUIRED,SENSAR IOL AR40E    27.0D,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SENSAR IOL AR40E'],"['Cataract ', 'anticataractogenic prep', 'top.']",['ABBOTT MEDICAL OPTICS'],sensar iol ar40e cataract  anticataractogenic prep top.abbott medical optics sensar iol ar40e27.0d
939,21037091,101223.0,SENSAR IOL AR40E,ZF01,ZMD,"Cataract & anticataractogenic prep, top.",ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,SEN,,ZNC,2GD,,ZP01,,0,2001,101223000IOL003001,NORM,009AR40E00285,,,SENSAR IOL AR40E28.5D,E,SENSAR IOL AR40E28.5D,E,EA,NOT REQUIRED,SENSAR IOL AR40E    28.5D,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SENSAR IOL AR40E'],"['Cataract ', 'anticataractogenic prep', 'top.']",['ABBOTT MEDICAL OPTICS'],sensar iol ar40e cataract  anticataractogenic prep top.abbott medical optics sensar iol ar40e28.5d
940,23071881,101252.0,SS KIDS GUMMIES - OR,ZF03,ZNT,Multivitamins w/ Minerals - Paediatric,MERCK SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101252SEVSEA451GUM,NORM,41216,,,SS KIDS GUMMIES - ORANGE (TP) 30'SX2,E,SS KIDS GUMMIES - ORANGE (TP) 30'SX2,E,EA,NOT REQUIRED,SS KIDS GUMMIES - ORANGE (TP) 30'SX2,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,MY141216,,,,,,,,,,['SS KIDS GUMMIES - OR'],['Multivitamins w/ Minerals - Paediatric'],['MERCK SDN BHD'],ss kids gummies - or multivitamins w/ minerals - paediatricmerck sdn bhd ss kids gummies - orange (tp) 30'sx2
941,23048606,101261.0,STALEVO TABS,ZF03,ZPE,Anti-parkinson drugs,NOVARTIS CORPORATION (M) SDN,LR,20250101,Z7,20250101,Y,10,10,2010,,,ZNC,2SD,,ZP01,,0,2001,101261GENMED011001,NORM,052709952,,,STALEVO TABS50/12.5/200MG100'S,E,STALEVO TABS50/12.5/200MG100'S,E,EA,MAL20051345A,ENTACAPONE,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,709952,,,,,,,,,,['STALEVO TABS'],['Anti-parkinson drugs'],['NOVARTIS CORPORATION (M) SDN'],stalevo tabs anti-parkinson drugsnovartis corporation (m) sdn stalevo tabs50/12.5/200mg100's
942,23059132,101327.0,SOLCOSERYL OINTMENT,ZF03,ZWM,All other wound healing agents,PLAP VALEANT -PROVIS,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101327000LANSOLSOL,NORM,1779078202MS00V,,,SOLCOSERYL OINTMENT5% 20G-INVIDA,E,SOLCOSERYL OINTMENT5% 20G-INVIDA,E,EA,MAL19912929X,SOLCOSERYL OINTMENT 5% 20G-INVIDA,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SOLCOSERYL OINTMENT'],['All other wound healing agents'],['PLAP VALEANT -PROVIS'],solcoseryl ointment all other wound healing agentsplap valeant -provis solcoseryl ointment5% 20g-invida
943,21046355,101380.0,SK EC ULTIMATE REPAI,ZF01,ZPC,All other non-therapeutic products,HENKEL (MALAYSIA) SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101380HEN002001003,NORM,2641650750,,,SK EC ULTIMATE REPAIR MASK150ML,E,SK EC ULTIMATE REPAIR MASK150ML,E,EA,NOT120202139K,SK EC ULTIMATE REPAIR MASK       150ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SK EC ULTIMATE REPAI'],['All other non-therapeutic products'],['HENKEL (MALAYSIA) SDN BHD'],sk ec ultimate repai all other non-therapeutic productshenkel (malaysia) sdn bhd sk ec ultimate repair mask150ml
