"customersoldto","customershipto","salesorg","salesrepid","salesreptype","principalnumber","countrycode","csteam","principalgroup","principalsalesrep","soldtoincluded"
"0030070570","0070090977","2001","mymrni-jacksoong","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacksoong","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacksoong","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacksoong","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacqiechew","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacqiechew","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacqiechew","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacqiechew","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacqiechew","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacqiechew","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacqiechew","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacqiechew","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacqiechew","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jacqiechew","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jasminekee","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jasminekee","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jasminekee","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jasminekee","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jasminekee","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jasminekee","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jasminekee","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jasminekee","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jasminekee","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jasminekee","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jassicaooi","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jassicaooi","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jassicaooi","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jassicaooi","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jassicaooi","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jassicaooi","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jassicaooi","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jassicaooi","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jassicaooi","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jassicaooi","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jerryliew","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jerryliew","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jerryliew","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jerryliew","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jerryliew","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jerryliew","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jerryliew","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jerryliew","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jerryliew","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jerryliew","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jeslynng","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jeslynng","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jeslynng","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jeslynng","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jeslynng","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jeslynng","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jeslynng","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jeslynng","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jeslynng","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jeslynng","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessicalee","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessicalee","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessicalee","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessicalee","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessicalee","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessicalee","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessicalee","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessicalee","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessicalee","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessicalee","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessietee","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessietee","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessietee","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessietee","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessietee","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessietee","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessietee","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessietee","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessietee","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessietee","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessmiekoh","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessmiekoh","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessmiekoh","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessmiekoh","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessmiekoh","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessmiekoh","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessmiekoh","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessmiekoh","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessmiekoh","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jessmiekoh","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayelim","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayelim","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayelim","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayelim","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayelim","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayelim","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayelim","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayelim","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayelim","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayelim","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayingchia","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayingchia","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayingchia","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayingchia","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayingchia","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayingchia","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayingchia","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayingchia","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayingchia","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jiayingchia","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jieyvinlee","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jieyvinlee","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jieyvinlee","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jieyvinlee","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jieyvinlee","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jieyvinlee","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jieyvinlee","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jieyvinlee","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jieyvinlee","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jieyvinlee","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jocneo","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jocneo","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jocneo","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jocneo","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jocneo","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jocneo","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jocneo","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jocneo","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jocneo","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jocneo","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johndsoong","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johndsoong","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johndsoong","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johndsoong","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johndsoong","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johndsoong","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johndsoong","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johndsoong","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johndsoong","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johndsoong","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnleeyh","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnleeyh","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnleeyh","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnleeyh","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnleeyh","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnleeyh","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnleeyh","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnleeyh","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnleeyh","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnleeyh","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnong","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnong","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnong","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnong","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnong","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnong","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnong","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnong","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnong","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-johnong","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jolenegoh","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jolenegoh","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jolenegoh","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jolenegoh","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jolenegoh","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jolenegoh","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jolenegoh","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jolenegoh","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jolenegoh","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jolenegoh","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jonathantan","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jonathantan","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jonathantan","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jonathantan","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jonathantan","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jonathantan","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jonathantan","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jonathantan","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jonathantan","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-jonathantan","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinel","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinel","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinel","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinel","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinel","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinel","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinel","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinel","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinel","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinel","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephines","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephines","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephines","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephines","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephines","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephines","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephines","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephines","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephines","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephines","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinet","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinet","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinet","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinet","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinet","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinet","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinet","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinet","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinet","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-josephinet","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-judylee","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-judylee","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-judylee","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-judylee","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-judylee","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-judylee","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-judylee","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-judylee","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-judylee","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-judylee","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-karmunyong","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-karmunyong","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-karmunyong","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-karmunyong","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-karmunyong","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-karmunyong","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-karmunyong","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-karmunyong","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-karmunyong","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-karmunyong","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kateteoh","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kateteoh","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kateteoh","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kateteoh","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kateteoh","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kateteoh","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kateteoh","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kateteoh","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kateteoh","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kateteoh","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylam","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylam","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylam","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylam","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylam","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylam","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylam","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylam","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylam","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylam","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylaw","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylaw","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylaw","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylaw","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylaw","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylaw","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylaw","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylaw","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylaw","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kellylaw","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kenlim","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kenlim","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kenlim","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kenlim","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kenlim","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kenlim","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kenlim","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kenlim","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kenlim","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kenlim","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinliew","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinliew","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinliew","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinliew","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinliew","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinliew","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinliew","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinliew","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinliew","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinliew","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinsia","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinsia","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinsia","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinsia","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinsia","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinsia","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinsia","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinsia","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinsia","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kevinsia","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-khchong","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-khchong","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-khchong","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-khchong","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-khchong","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-khchong","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-khchong","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-khchong","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-khchong","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-khchong","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-klwong","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-klwong","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-klwong","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-klwong","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-klwong","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-klwong","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-klwong","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-klwong","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-klwong","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-klwong","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kumarkris","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kumarkris","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kumarkris","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kumarkris","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kumarkris","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kumarkris","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-kumarkris","external","0000101495","MY","","","ALLREP",True
