"zzprncode","PrincipalName","matnr","Description","TherapeuticClass","zzibrnd","zzdwrx","vmsta","vmstd","mstav","mstdv","MaterialSalesOrganisation","vtweg","mtart","mvgr4","mvgr2","prodh","GovernmentMaterialCode","OldMaterialCode","DefaultMaterialDescription","vtext","unitOfMeasurement","itemRegistrationNumber","Language","taxm1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024352","CA Mod P/D R2 (DG)  1TEST","All other diagnostic tests","Calcium","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119297981S","CA Mod P/D R2 (DG)  1TEST","Product : Full Tax","EA","NA","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024355","Total Protein M.P L.  1'Test","All other diagnostic tests","Total Protein","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119299171","Total Protein M.P L.  1'Test","Product : Full Tax","EA","E000497","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024356","Total Protein M.P L.  1'Test","All other diagnostic tests","Total Protein","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119299171S","Total Protein M.P L.  1'Test","Product : Full Tax","EA","E000497","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024360","CRE Jaffe Mod P/D R2  1'Test","All other diagnostic tests","Modular Analytics","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119299411","CRE Jaffe Mod P/D R2  1'Test","Product : Full Tax","EA","F015921","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024361","RE Jaffe Mod P/D R2  'Test","All other diagnostic tests","Modular Analytics","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119299411S","RE Jaffe Mod P/D R2  'Test","Product : Full Tax","EA","F015921","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024369","Elecsys IgE  1Test 1Test","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119304191","Elecsys IgE  1Test 1Test","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024370","Elecsys IgE  1Test 1Test","All other diagnostic tests","Elecsys Kit / Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119304191S","Elecsys IgE  1Test 1Test","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024384","Albumin PlusBCG Mo.P  1'Test","All other diagnostic tests","Albumin","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119709091","Albumin PlusBCG Mo.P  1'Test","Product : Full Tax","EA","F015212","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024385","Albumin PlusBCG Mo.P  1'Test","All other diagnostic tests","Albumin","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119709091S","Albumin PlusBCG Mo.P  1'Test","Product : Full Tax","EA","F015212","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024388","Alb Mod P/D R2  1test","All other diagnostic tests","Albumin","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119709171S","Alb Mod P/D R2  1test","Product : Full Tax","EA","F015212","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024394","Elecsys PTH  1Test","All other diagnostic tests","Elecsys Kit / Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119721031","Elecsys PTH  1Test","Product : Full Tax","EA","F011737","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024395","Elecsys PTH  1Test","All other diagnostic tests","Elecsys Kit / Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119721031S","Elecsys PTH  1Test","Product : Full Tax","EA","F011737","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024404","Elecsys Cross Laps  1Test 1Test","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119723081","Elecsys Cross Laps  1Test 1Test","Product : Full Tax","EA","F012439","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024405","Elecsys Cross Laps  1Test 1Test","All other diagnostic tests","Elecsys Kit / Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","90119723081S","Elecsys Cross Laps  1Test 1Test","Product : Full Tax","EA","F012439","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024226","GPT IFCC Mod D R14  14040T 4'S/Bx","All other diagnostic tests","GPT IFCC","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877526","GPT IFCC Mod D R14  14040T 4'S/Bx","Product : Full Tax","EA","E000950","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024228","GPT IFCC Mod D R24  28080TE 4'S/Bx","All other diagnostic tests","GPT IFCC","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877569","GPT IFCC Mod D R24  28080TE 4'S/Bx","Product : Full Tax","EA","E000950","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024230","GPT IFCC Mod D R24  28080Te 4'S/Bx","All other diagnostic tests","GPT IFCC","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877569T","GPT IFCC Mod D R24  28080Te 4'S/Bx","Product : Full Tax","EA","E000950","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024236","UIBC Mod P/D R1 5880Ts 243ml 6'S/Bx","All other diagnostic tests","UIBC 717 System Pack","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877909","UIBC Mod P/D R1 5880Ts 243ml 6'S/Bx","Product : Full Tax","EA","E000449","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024239","UIBC Mod P/D R1 5880Ts 243ml 6'S/Bx","All other diagnostic tests","UIBC 717 System Pack","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877909T","UIBC Mod P/D R1 5880Ts 243ml 6'S/Bx","Product : Full Tax","EA","E000449","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024240","UIBC Mod P/D R2 5880Ts 53ml 6'S/Bx","All other diagnostic tests","UIBC 717 System Pack","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877917","UIBC Mod P/D R2 5880Ts 53ml 6'S/Bx","Product : Full Tax","EA","E000449","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024243","UIBC Mod P/D R2 5880Ts 53ml 6'S/Bx","All other diagnostic tests","UIBC 717 System Pack","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877917T","UIBC Mod P/D R2 5880Ts 53ml 6'S/Bx","Product : Full Tax","EA","E000449","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024244","TBILI Mod P/D-R1  6780Tes 6'S/Bx","All other diagnostic tests","Bilirubin","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877941","TBILI Mod P/D-R1  6780Tes 6'S/Bx","Product : Full Tax","EA","F013091","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024247","TBILI Mod P/D-R1   6'S/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877941M","TBILI Mod P/D-R1   6'S/Bx","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024248","TBILI Mod P/D-R1  6780Tes 6'S/Bx","All other diagnostic tests","Bilirubin","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877941T","TBILI Mod P/D-R1  6780Tes 6'S/Bx","Product : Full Tax","EA","F013091","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024249","TBILI Mod P/D-R2  6780Tes 6'S/Bx","All other diagnostic tests","Bilirubin","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877950","TBILI Mod P/D-R2  6780Tes 6'S/Bx","Product : Full Tax","EA","F013091","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024252","TBILI Mod P/D-R2   6'S/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877950M","TBILI Mod P/D-R2   6'S/Bx","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024253","TBILI Mod P/D-R2  6780Tes 6'S/Bx","All other diagnostic tests","Bilirubin","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877950T","TBILI Mod P/D-R2  6780Tes 6'S/Bx","Product : Full Tax","EA","F013091","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024254","T-Bil Liquid Mod R1  4*641ml 1'Bx","All other diagnostic tests","Bilirubin","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877968","T-Bil Liquid Mod R1  4*641ml 1'Bx","Product : Full Tax","EA","F013091","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024255","T-Bil Liquid Mod R2  4*182ml 1'Bx","All other diagnostic tests","Bilirubin","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877976","T-Bil Liquid Mod R2  4*182ml 1'Bx","Product : Full Tax","EA","F013091","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024266","Combur 2 Test LN   50'S/Bx","Diabetes tests, urine","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011896890","Combur 2 Test LN   50'S/Bx","Product : Full Tax","EA","E001000","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024275","RD Stand.ra.0201-250   50'S/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903047","RD Stand.ra.0201-250   50'S/Bx","Product : Full Tax","EA","E002241","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024276","RD Stand.ra.0251-300  6L 50'S/BX","All other diagnostic tests","Reagents/Reagent Ass","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903055","RD Stand.ra.0251-300  6L 50'S/BX","Product : Full Tax","EA","E001198","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024277","RD Stand.ra.0301-350  6L 50'S/BX","All other diagnostic tests","Reagents/Reagent Ass","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903063","RD Stand.ra.0301-350  6L 50'S/BX","Product : Full Tax","EA","E001702","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024278","RD Stand.ra.0351-400  6L 50'S/BX","All other diagnostic tests","Reagents/Reagent Ass","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903071","RD Stand.ra.0351-400  6L 50'S/BX","Product : Full Tax","EA","E001198","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024279","RD Stand.ra.0401-500  6L 50'S/BX","All other diagnostic tests","Reagents/Reagent Ass","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903080","RD Stand.ra.0401-500  6L 50'S/BX","Product : Full Tax","EA","E001702","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024280","CardiacPrinter Paper   5Kit/Bx","All other non-therapeutic products","Printer Kit/Assembly","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903233","CardiacPrinter Paper   5Kit/Bx","Product : Full Tax","EA","NA","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024295","GOT IFCC Mod D R1 14040T 653ml 4'S/Bx","All other diagnostic tests","GOT IFCC","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011928597","GOT IFCC Mod D R1 14040T 653ml 4'S/Bx","Product : Full Tax","EA","F014567","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024297","GOT IFCC Mod D R2  28080TE 4'S/Bx","All other diagnostic tests","GOT IFCC","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011928635","GOT IFCC Mod D R2  28080TE 4'S/Bx","Product : Full Tax","EA","F014567","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024299","GOT IFCC Mod D R2  28080TE 4'S/Bx","All other diagnostic tests","GOT IFCC","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011928635T","GOT IFCC Mod D R2  28080TE 4'S/Bx","Product : Full Tax","EA","F014567","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024317","Urea Mod D R1  10040T 4'S/Bx","All other diagnostic tests","Urea/Bun","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011929496","Urea Mod D R1  10040T 4'S/Bx","Product : Full Tax","EA","F012084","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024319","Urea Mod D R2 10040T 293ml 4'S/Bx","All other diagnostic tests","Urea","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011929500","Urea Mod D R2 10040T 293ml 4'S/Bx","Product : Full Tax","EA","F012084","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024331","Glucose HK Mod D R1   4's/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011929569","Glucose HK Mod D R1   4's/Bx","Product : Full Tax","EA","F014572","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024332","Glucose HK Mod D R2   4's/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011929577","Glucose HK Mod D R2   4's/Bx","Product : Full Tax","EA","F014572","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024340","Iron Mod P/D R1 6912Ts 258ml 6'S/Bx","All other diagnostic tests","Iron","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011929658","Iron Mod P/D R1 6912Ts 258ml 6'S/Bx","Product : Full Tax","EA","E000243","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024343","Iron Mod P/D R1 6912Ts 258ml 6'S/Bx","All other diagnostic tests","Iron","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011929658T","Iron Mod P/D R1 6912Ts 258ml 6'S/Bx","Product : Full Tax","EA","E000243","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024344","Iron Mod P/D R2 6912Ts 68ml 6'S/Bx","All other diagnostic tests","Iron","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011929666","Iron Mod P/D R2 6912Ts 68ml 6'S/Bx","Product : Full Tax","EA","E000243","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024347","Iron Mod P/D R2 6912Ts 68ml 6'S/Bx","All other diagnostic tests","Iron","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011929666T","Iron Mod P/D R2 6912Ts 68ml 6'S/Bx","Product : Full Tax","EA","E000243","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024392","CHE   8'S/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011972090","CHE   8'S/Bx","Product : Full Tax","EA","E000785","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024376","Cardi.Contr.Mygolob.   40'S/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011937545","Cardi.Contr.Mygolob.   40'S/Bx","Product : Full Tax","EA","F015835","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024409","Barbiturates   2'S/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011985973","Barbiturates   2'S/Bx","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024410","Benzodiazepines   2'S/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011985981","Benzodiazepines   2'S/Bx","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024412","Phencyclidine   2'S/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011986015","Phencyclidine   2'S/Bx","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024413","Online Propoxyphene   1'Bx","All other diagnostic tests","Online","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011986023","Online Propoxyphene   1'Bx","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024216","HBDH Modular P","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011876937","HBDH Modular P","Product : Full Tax","EA","E000533","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024217","LDH opt.Modular P   1'Kit","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011876961","LDH opt.Modular P   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024218","LDH opt.Modular P   1'Kit","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011876961M","LDH opt.Modular P   1'Kit","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024219","Hit Iron 917/Mod P  1740Tes 1'Kit","All other diagnostic tests","Hitachi Kit/Assembly","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011876996","Hit Iron 917/Mod P  1740Tes 1'Kit","Product : Full Tax","EA","E000243","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024221","Hit Iron 917/Mod P","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011876996M","Hit Iron 917/Mod P","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024222","GPT IFCC Mod P/D R1","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877470","GPT IFCC Mod P/D R1","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024223","GPT IFCC Mod P/D R1","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877470M","GPT IFCC Mod P/D R1","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024224","GPT IFCC Modu.P/D R2","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877500","GPT IFCC Modu.P/D R2","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024225","GPT IFCC Modu.P/D R2","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877500M","GPT IFCC Modu.P/D R2","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024231","Urine/CSF TP (DG)   414Test","All other diagnostic tests","Urine/CSF","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877801","Urine/CSF TP (DG)   414Test","Product : Full Tax","EA","E000496","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024234","Urine/CSF TP","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877801M","Urine/CSF TP","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024235","Bicarbonate Hit Mo.P","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877852","Bicarbonate Hit Mo.P","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024256","Ammonia Unisys MA  120TEST 1'S","All other diagnostic tests","Ammonia Control","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011877984","Ammonia Unisys MA  120TEST 1'S","Product : Full Tax","EA","E000328","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024259","Coagu Chek Pro Meter   1'Kit","Diagnostic equipment and accessories","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011893203","Coagu Chek Pro Meter   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024260","(X)Cardiac Myog.(20)","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011893840","(X)Cardiac Myog.(20)","Product : Full Tax","EA","F013499","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024261","Cardiac T Quantitat.","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011894307","Cardiac T Quantitat.","Product : Full Tax","EA","F014560","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024262","Accutrend GCT   1'Kit","Diabetes tests, blood","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011895052","Accutrend GCT   1'Kit","Product : Full Tax","EA","F015823","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024263","Combur  3 Test   1'Kit","Diabetes tests, urine","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011896814","Combur  3 Test   1'Kit","Product : Full Tax","EA","F015491","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024264","Combur 4 Test   50S/Kit","Diabetes tests, urine","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011896849","Combur 4 Test   50S/Kit","Product : Full Tax","EA","F015923","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024267","RD Stan.Rack(1~50)","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011902997","RD Stan.Rack(1~50)","Product : Full Tax","EA","E002241","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024268","RD Stan.Rack(1~50)","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011902997M","RD Stan.Rack(1~50)","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024269","RD Stan.Rack(051~100","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903004","RD Stan.Rack(051~100","Product : Full Tax","EA","E002241","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024270","RD Stan.Rack(051~100","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903004M","RD Stan.Rack(051~100","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024271","RD Stan.Rack0101-150","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903012","RD Stan.Rack0101-150","Product : Full Tax","EA","E002241","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024272","RD Stan.Rack0101-150","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903012M","RD Stan.Rack0101-150","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024273","RD Stan.Rack0151-200","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903039","RD Stan.Rack0151-200","Product : Full Tax","EA","E002241","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024274","RD Stan.Rack0151-200","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011903039M","RD Stan.Rack0151-200","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024286","75pos.Roche/Hit.Rack   1'Kit","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011906984","75pos.Roche/Hit.Rack   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024287","Tray for RD5 Roche   1'Kit","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011909797","Tray for RD5 Roche   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024288","Tray for RD 5 Rack","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011909797M","Tray for RD 5 Rack","Product : Full Tax","EA","DIS","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024289","GOT IFCC Mod P/D R1  7200TES","All other diagnostic tests","GOT IFCC","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011928511","GOT IFCC Mod P/D R1  7200TES","Product : Full Tax","EA","F015009","E","1"
"0000100925","台灣羅氏醫療診斷設備股份有限","000000000023024292","GOT IFCC Mod P/D R2  7200TES","All other diagnostic tests","GOT IFCC","Y","","00000000","","00000000","2801","10","ZF03","OTH","","1009250BLANKBLKBLK","","9011928562","GOT IFCC Mod P/D R2  7200TES","Product : Full Tax","EA","F015009","E","1"
