"matnr","zzprncode","zzibrnd","mtart","matkl","TherapeuticClass","PrincipalName","mstae","mstde","mstav","mstdv","zzdwrx","spart","vtweg","dwerk","mvgr1","mvgr2","mvgr3","mvgr4","mvgr5","tragr","vmsta","vmstd","MaterialSalesOrganisation","prodh","mtpos","OldMaterialCode","GovernmentMaterialCode","taxClassification","Description","Language","DefaultMaterialDescription","DefaultMaterialLanguage","unitOfMeasurement","itemRegistrationNumber","GenericMaterialName","WarehouseStorageCondition","aland","taxm1","taxm2","taxm3","taxm4","taxm5","taxm6","taxm7","taxm8","taxm9","taxim","tatyp","vtext","idnlf","prat1","prat2","prat3","prat4","prat5","prat6","prat7","prat8","prat9"
"000000000023056141","0000101289","NUVAPINE A","ZF03","ZCH","Other therapeutic preparations","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289VNUP01001001","NORM","099NVNVP0317","","","NUVAPINE ACAPS60'S","E","NUVAPINE ACAPS60'S","E","EA","MAL09062186TC","NUVAPINE A           CAPS           60'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023071522","0000101248","KOMBIGLYZE XR 5MG/10","ZF03","ZPE","Insulin devices","ASTRAZENECA SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101248ADIA01002003","NORM","362624111","","","KOMBIGLYZE XR 5MG/1000MG 28'S","E","KOMBIGLYZE XR 5MG/1000MG 28'S","E","EA","MAL11115004A","METFORMIN AND SAXAGLIPTIN","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","362624100","","","","","","","","",""
"000000000023046946","0000101236","KIVEXA TABLET 30S","ZF03","ZPE","Other HIV antivirals","GLAXOSMITHKLINE PHARMACEUTICAL_","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","600","ZP01","Z7","20160620","2001","101236000HIVKIVKIV","NORM","02181334","","","KIVEXA TABLET 30S","E","KIVEXA TABLET 30S","E","EA","MAL20071699AR","KIVEXA TABLET 30S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023064201","0000101237","MULTI B","ZF03","ZCH","Other multivitamins with minerals","BLACKMORES (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","STD","","ZNC","2GD","","ZP01","","00000000","2001","101237AVIC01001001","NORM","23050","","","MULTI BTABS120'S","E","MULTI BTABS120'S","E","EA","MAL19991172XCR","MULTI B             TABS        120'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","72073","","","","","","","","",""
"000000000021039007","0000101254","MUCINEX (SAMPLE) TAB","ZF01","ZPE","Expectorants","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2GD","300","ZP01","LR","20250423","2001","101254RB0001014MCN","ZPPK","0420273784S","","","MUCINEX (SAMPLE) TABS 600MG 20'S","E","MUCINEX (SAMPLE) TABS 600MG 20'S","E","EA","MAL10021806X","MUCINEX (SAMPLE) TABS 600MG 20'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023063870","0000101365","WASH SOLUTION NO.9","ZF03","ZMD","All other diagnostic tests","SYSMEX (M) SDN BHD (PCL a/c)","LR","20251231","LR","20251231","Y","30","10","2010","","","ZCC","2GD","","ZP04","Z7","20141212","2001","101365BIOC01002003","NORM","227AA867899","","","WASH SOLUTION NO.9500ML X 1","E","WASH SOLUTION NO.9500ML X 1","E","EA","NOT REQUIRED","WASH SOLUTION NO.9             500ML X 1","CO","MY","1","","","","","","","","","","MWST","Product : Full Tax","AA867899","","","","","","","","",""
"000000000021042748","0000101346","VID DHA EMULSION","ZF01","ZCH","Multivitamins w/o Minerals - Paediatric","ABBOTT LABORATORIES (M) SDN","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101346000EPDVIDVID","NORM","209T166.099","","","VID DHA EMULSIONLIQ100MG100ML","E","VID DHA EMULSIONLIQ100MG100ML","E","EA","MAL07091087XC","VID DHA EMULSION    LIQ   100MG  100ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023056088","0000101289","VITAMIN B3 NIACIN 90","ZF03","ZCH","Nicotinamide (vitamin B3), plain","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","NF","","ZNC","2GD","","ZP01","","00000000","2001","101289VNAT01001015","NORM","099NFVIT2101","","","VITAMIN B3 NIACIN 90'S","E","VITAMIN B3 NIACIN 90'S","E","EA","MAL19973039X","VITAMIN B3 NIACIN 90'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023059546","0000101338","URIAGE GOMMAGE INTEG","ZF03","ZCS","Emollients, protectives","LABORATOIRES DERMATO D'URIAGE","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101338URIAGE003006","NORM","19415000234","","","URIAGE GOMMAGE INTEGRAL T200ML","E","URIAGE GOMMAGE INTEGRAL T200ML","E","EA","NOT100903384K","URIAGE GOMMAGE INTEGRAL T 200ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023059616","0000101338","URIAGE ISOFILL SERUM","ZF03","ZCS","Emollients, protectives","LABORATOIRES DERMATO D'URIAGE","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101338URIAGE008014","NORM","19415000475","","","URIAGE ISOFILL SERUMINTENSE F30ML","E","URIAGE ISOFILL SERUMINTENSE F30ML","E","EA","NOT121200524K","URIAGE ISOFILL SERUM INTENSE F 30ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021042252","0000101340","URGO ELASTIC 20MMX60","ZF01","ZWM","All other wound healing agents","HCP HEALTHCARE ASIA PTE.LTD.","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101340000HCA002006","NORM","197696526","","","URGO ELASTIC 20MMX60MM100'S","E","URGO ELASTIC 20MMX60MM100'S","E","EA","NOT REQUIRED","URGO ELASTIC 20MMX60MM 100'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023047789","0000101256","PROTEIN SHAMPOO EXTR","ZF03","ZPC","Other dermatological preparations","EMBUN ELIT SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101256WHAI01004001","NORM","046821562","","","PROTEIN SHAMPOO EXTRA MOISTURIZING 400ML","E","PROTEIN SHAMPOO EXTRA MOISTURIZING 400ML","E","EA","NOT130300265K","PROTEIN SHAMPOO EXTRA MOISTURIZING 400ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021039403","0000101254","PROSPORT ANKLE","ZF01","ZMD","All other non-therapeutic products","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","Z7","20150423","2001","101254000SSLPRO001","NORM","04210007260","","","PROSPORT ANKLE1'S/BOXM SIZE","E","PROSPORT ANKLE1'S/BOXM SIZE","E","EA","NOT REQUIRED","PROSPORT ANKLE 1'S/BOX M SIZE","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021039412","0000101254","PROSPORT WRIST","ZF01","ZMD","All other non-therapeutic products","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","Z7","20150423","2001","101254000SSLPRO004","NORM","04210007269","","","PROSPORT WRIST1'S/BOXL SIZE","E","PROSPORT WRIST1'S/BOXL SIZE","E","EA","NOT REQUIRED","PROSPORT WRIST 1'S/BOX L SIZE","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021039841","0000101272","SYOSS ANTI DANDRUFF","ZF01","ZPC","All other non-therapeutic products","HENKEL (M) SDN BHD - SYOSS","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101272HEN001001003","NORM","0671650809","","","SYOSS ANTI DANDRUFFCTRLSHAMPOO190ML","E","SYOSS ANTI DANDRUFFCTRLSHAMPOO190ML","E","EA","NOT130804471K","SYOSS ANTI DANDRUFF CONTROL SHAMPOO 190","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021039862","0000101272","SYOSS MOISTURE INTEN","ZF01","ZPC","All other non-therapeutic products","HENKEL (M) SDN BHD - SYOSS","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101272HEN001002002","NORM","0671650860","","","SYOSS MOISTURE INTENSIVEC/NER100ML","E","SYOSS MOISTURE INTENSIVEC/NER100ML","E","EA","NOT130804472K","SYOSS MOISTURE INTENSIVE C/NER 100ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021039873","0000101272","SYOSS MOISTURE I/SIV","ZF01","ZPC","All other non-therapeutic products","HENKEL (M) SDN BHD - SYOSS","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101272HEN001001002","NORM","0671872308","","","SYOSS MOISTURE I/SIVE SPOO400ML+CD 400ML","E","SYOSS MOISTURE I/SIVE SPOO400ML+CD 400ML","E","EA","NOT130804473K","SYOSS MOISTURE I/SIVE SPOO 400ML+CD400ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021046605","0000101393","SYRINGE 3ML LS","ZF01","ZMD","All other non-therapeutic products","BECTON DICKINSON HOLDINGS PTE","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101393000102000000","NORM","277302106","","","SYRINGE 3ML LS100'S","E","SYRINGE 3ML LS100'S","E","EA","NOT REQUIRED","SYRINGE 3ML LS                   100'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021039627","0000101254","STREPSILS WARM 24X6'","ZF01","ZOT","Throat preparations","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","Z7","20150423","2001","101254RB0002010001","NORM","0428020903","","","STREPSILS WARM 24X6'S","E","STREPSILS WARM 24X6'S","E","EA","MAL12025085X","STREPSILS WARM 24X6'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023063817","0000101363","TEOSYAL PRE/POST","ZF03","ZCS","Other dermatological preparations","PARVUS SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2HD","","ZP01","","00000000","2001","101363000SKI005001","NORM","225PVSKITCPPTAC","","","TEOSYAL PRE/POSTBOTTLE15ML","E","TEOSYAL PRE/POSTBOTTLE15ML","E","EA","NOT110800105K","TEOSYAL PRE/POST BOTTLE 15ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023063820","0000101363","TEOSYAL PRE/POST","ZF03","ZCS","Other dermatological preparations","PARVUS SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101363000SKI005001","NORM","PVSKITEOPP100MAC","","","TEOSYAL PRE/POSTBOX100ML","E","TEOSYAL PRE/POSTBOX100ML","E","EA","NOT110800105K","TEOSYAL PRE/POST BOX 100ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023057157","0000101293","THE PRIME MACUGUARD","ZF03","ZCH","Tonics","CAMBERT (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","TP","","ZNC","2GD","","ZP01","","00000000","2001","101293PRIM01001003","NORM","119TPVIT1304","","","THE PRIME MACUGUARDSOFTGETS30'S","E","THE PRIME MACUGUARDSOFTGETS30'S","E","EA","MAL06051363XC","THE PRIME MACUGUARD SOFTGETS     30'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037503","0000101223","TECNIS ACRYL ZA9003","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","Z93","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL003002","NORM","009ZA9003130","","","TECNIS ACRYL ZA9003+13.0","E","TECNIS ACRYL ZA9003+13.0","E","EA","NOT REQUIRED","TECNIS ACRYL ZA9003 +13.0","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037527","0000101223","TECNIS ACRYL ZA9003","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","Z93","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL003002","NORM","009ZA9003250","","","TECNIS ACRYL ZA9003+25.0","E","TECNIS ACRYL ZA9003+25.0","E","EA","NOT REQUIRED","TECNIS ACRYL ZA9003 +25.0","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037611","0000101223","TECNIS TORIC 1-PIECE","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL006001","NORM","009ZCT1500140","","","TECNIS TORIC 1-PIECECYL1.5014.0","E","TECNIS TORIC 1-PIECECYL1.5014.0","E","EA","NOT REQUIRED","TECNIS TORIC 1-PIECE CYL1.50 14.0","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037730","0000101223","TECNIS TORIC 1-PIECE","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL006001","NORM","009ZCT3000145","","","TECNIS TORIC 1-PIECECYL3.0014.5","E","TECNIS TORIC 1-PIECECYL3.0014.5","E","EA","NOT REQUIRED","TECNIS TORIC 1-PIECE CYL3.00 14.5","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037737","0000101223","TECNIS TORIC 1-PIECE","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL006001","NORM","009ZCT3000180","","","TECNIS TORIC 1-PIECECYL3.0018.0","E","TECNIS TORIC 1-PIECECYL3.0018.0","E","EA","NOT REQUIRED","TECNIS TORIC 1-PIECE CYL3.00 18.0","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037807","0000101223","TECNIS TORIC 1-PIECE","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL006001","NORM","009ZCT4000235","","","TECNIS TORIC 1-PIECECYL4.0023.5","E","TECNIS TORIC 1-PIECECYL4.0023.5","E","EA","NOT REQUIRED","TECNIS TORIC 1-PIECE CYL4.00 23.5","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037924","0000101223","TECNIS MF 1PCS 6.0MM","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","ZMB","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOLMULMF1","NORM","009ZMB00I0265","","","TECNIS MF 1PCS 6.0MM26.5D","E","TECNIS MF 1PCS 6.0MM26.5D","E","EA","NOT REQUIRED","TECNIS MF 1PCS 6.0MM26.5D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023056985","0000101293","SELENIUM ACE 150S FO","ZF03","ZCH","Multivitamins with minerals","CAMBERT (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","KRP","","ZNC","2GD","","ZP01","","00000000","2001","101293VKOR01002028","NORM","119KRLVIT1854","","","SELENIUM ACE 150S FOC 30S","E","SELENIUM ACE 150S FOC 30S","E","EA","MAL20034381XC","SELENIUM ACE 150S FOC 30S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037089","0000101223","SENSAR IOL AR40E","ZF01","ZMD","Cataract & anticataractogenic prep, top.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","SEN","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL003001","NORM","009AR40E00275","","","SENSAR IOL AR40E27.5D","E","SENSAR IOL AR40E27.5D","E","EA","NOT REQUIRED","SENSAR IOL AR40E     27.5D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023056975","0000101293","SPIRULINA TABS 1000M","ZF03","ZCH","Protein supplements","CAMBERT (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","KRL","","ZNC","2GD","","ZP01","","00000000","2001","101293VKOR01003011","NORM","119KRLVIT1820","","","SPIRULINA TABS 1000MG 120S","E","SPIRULINA TABS 1000MG 120S","E","EA","MAL20034523TC","SPIRULINA TABS 1000MG 120S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023048611","0000101261","STALEVO TABS","ZF03","ZPE","Anti-parkinson drugs","NOVARTIS CORPORATION (M) SDN","LR","20250101","Z7","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101261GENMED011001","NORM","052709954","","","STALEVO TABS150/37.5/200MG 100'S","E","STALEVO TABS150/37.5/200MG 100'S","E","EA","MAL20051355A","ENTACAPONE","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","709954","","","","","","","","",""
"000000000023071392","0000101242","SKIN AQUA UV PROTECT","ZF03","ZPC","All other non-therapeutic products","ROHTO-MENTHOLATUM (M) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101242SUNPLA004003","NORM","29664","","","SKIN AQUA UV PROTECTFACECREAM35GM","E","SKIN AQUA UV PROTECTFACECREAM35GM","E","EA","NOT120601602K","SKIN AQUA UV PROTECT FACE CREAM  35GM","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023046042","0000101228","SINEMET CR","ZF03","ZPE","Anti-parkinson drugs","MERCK SHARP & DOHME (I.A)","LR","20250101","LR","20250101","Y","10","10","2010","","02","ZNC","2SD","","ZP01","","00000000","2001","10122800SCAISINSIN","NORM","01200052","","","SINEMET CRTABS50/200MG 100'S","E","SINEMET CRTABS50/200MG 100'S","E","EA","MAL12125048ACR","CARBIDOPA, LEVODOPA","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","106749","","","","","","","","",""
"000000000023046052","0000101228","SINGULAIR LP","ZF03","ZPE","Antileukotriene anti-asthmatics, sys.","MERCK SHARP & DOHME (I.A)","LR","20140531","LR","20990430","Y","10","10","2010","","","ZHP","2SD","","ZP05","","00000000","2001","10122800ARMSSGL005","NORM","01200060","","","SINGULAIR LPTABS5MG28'S","E","SINGULAIR LPTABS5MG28'S","E","EA","MAL19990956AR","MONTELUKAST SODIUM","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","106759","","","","","","","","",""
"000000000021046320","0000101380","SK FL FOAM COLOR BER","ZF01","ZPC","All other non-therapeutic products","HENKEL (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101380HEN001001002","NORM","2641486927","","","SK FL FOAM COLOR BERRY ASH105ML","E","SK FL FOAM COLOR BERRY ASH105ML","E","EA","NOT120202126K","SK FL FOAM COLOR BERRY ASH       105ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021046382","0000101380","SK PAL INTENSIVE COL","ZF01","ZPC","All other non-therapeutic products","HENKEL (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101380HEN001001005","NORM","2641655542","","","SK PAL INTENSIVE COLOR CREAM 5-0115ML","E","SK PAL INTENSIVE COLOR CREAM 5-0115ML","E","EA","NOT120401974K","SK PAL INTENSIVE COLOR CREAM 5-0 115ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023058999","0000101326","SOLARAY SILIVERIN","ZF03","ZCH","All other tonics","GROWAY(M) SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101326SOLARAHGPLIV","NORM","17677844","","","SOLARAY SILIVERINCAPS90'S","E","SOLARAY SILIVERINCAPS90'S","E","EA","MAL19984156T","SOLARAY SILIVERIN  CAPS 90'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021223003","0000104286","195 POLIDENT","ZF01","ZPC","All other stomatologicals","GLAXOSMITHKLINE CONSUMER","LR","20210101","LR","20991231","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","10428600ORALDENPOL","NORM","19560000000024191","","","195 POLIDENT        TAB          16S/BOX","E","195 POLIDENT        TAB          16S/BOX","E","EA","NOT REQUIRED","195 POLIDENT        TAB          16S/BOX","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","60000000024191","","","","","","","","",""
"000000000021042022","0000101339","195 SENSO. BUZZ FRES","ZF01","ZPC","Toothpastes","GLAXOSMITHKLINE CONSUMER","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2PH","","ZP01","","00000000","2001","10133900ORALSENSEN","NORM","195237162","","","195 SENSO. BUZZ FRESHMINT100G","E","195 SENSO. BUZZ FRESHMINT100G","E","EA","NOT120701333K","195 SENSO. BUZZ FRESHMINT 100G-12","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021040922","0000101229","*JB POWDER MILK + RI","ZF01","ZPC","Emollients, protectives","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229WBAB01001009","NORM","1519416348","","","*JB POWDER MILK + RICE 500G","E","*JB POWDER MILK + RICE 500G","E","EA","NOT REQUIRED","*JB POWDER MILK + RICE 500G","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023063700","0000101362","(Z) TRACRIUM INJ 25M","ZF03","ZPE","Muscle relaxants, peripherally acting","ABBOTT LABORATORIES(M) SDN BHD","LR","20250101","LR","20250101","Y","10","10","2010","","","ZCC","2SD","","ZP04","","00000000","2001","101362MUSCLETRATRA","NORM","22481167","","","(Z) TRACRIUM INJ 25MG/2.5ML 5'S","E","(Z) TRACRIUM INJ 25MG/2.5ML 5'S","E","EA","MAL19871671A","ARTRACURIUM BESYLATE","CO","MY","0","","","","","","","","","","MWST","Product : No Tax","582519","","","","","","","","",""
"000000000021041218","0000101229","*PH5.5 NOURISH'G BOD","ZF01","ZPC","Emollients, protectives","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229XSKI01001005","NORM","152801541201","","","*PH5.5 NOURISH'G BODWASH-HONEY750+250","E","*PH5.5 NOURISH'G BODWASH-HONEY750+250","E","EA","NOT REQUIRED","*PH5.5 NOURISH'G BODY WASH-HONEY 750+250","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","9556006060803","","","","","","","","",""
"000000000021041384","0000101229","*C&C AC/ACN CLEARING","ZF01","ZPC","Other dermatological preparations","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229CLEAN1003001","NORM","153350934408","","","*C&C AC/ACN CLEARINGCLEANSER 50G@RM5.90","E","*C&C AC/ACN CLEARINGCLEANSER 50G@RM5.90","E","EA","NOT REQUIRED","*C&C AC/ACN CLEARING CLEANSER 50G@RM5.90","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","9556006283615","","","","","","","","",""
"000000000023047479","0000101256","DANDRUFF RESCUE COLL","ZF03","ZPC","Topical scalp antifungals","EMBUN ELIT SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101256WHAI01001001","NORM","046050999","","","DANDRUFF RESCUE COLL:AD GC400ML+D H/OIL","E","DANDRUFF RESCUE COLL:AD GC400ML+D H/OIL","E","EA","NOT110101682K","DANDRUFF RESCUE COLL:AD GC 400ML+D H/OIL","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023056013","0000101289","CRANRICH CRANBERRY C","ZF03","ZCH","All other tonics","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289VNAT01001017","NORM","099NFVIT0220","","","CRANRICH CRANBERRY CONCENTRATE CAPS 90'S","E","CRANRICH CRANBERRY CONCENTRATE CAPS 90'S","E","EA","NOT REQUIRED","CRANRICH CRANBERRY CONCENTRATE CAPS 90'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000022004009","0000101283","COVERPLAST BARRIER 3","ZF02","ZMC","All other non-therapeutic products","SMITH & NEPHEW HEALTHCARE SDN","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101283SMED02001001","NORM","83039","","","COVERPLAST BARRIER 3.8X2.2CM BX OF 100'S","E","COVERPLAST BARRIER 3.8X2.2CM BX OF 100'S","E","EA","NOT REQUIRED","COVERPLAST BARRIER 3.8X2.2CM BX OF 100'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","71313-02","","","","","","","","",""
"000000000023059350","0000101337","DUGRO 3 PLUS FRUITS","ZF03","ZNT","Other nutrients","DANONE SPECIALIZED NUTRITION","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101337DUM001001004","NORM","FGD3PFV0900PUMY43","","","DUGRO 3 PLUS FRUITS& VEGE900G","E","DUGRO 3 PLUS FRUITS& VEGE900G","E","EA","NOT REQUIRED","DUGRO 3 PLUS FRUITS & VEGE       900G","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","FGD3PFV0900PUMY43","","","","","","","","",""
"000000000021039805","0000101254","DETTOL SG 250ML ACTI","ZF01","ZPC","Antiseptics and disinfectants","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","Z7","20150423","2001","101254RB0001006DSF","NORM","0428118927","","","DETTOL SG 250ML ACTIVE (CORAL)","E","DETTOL SG 250ML ACTIVE (CORAL)","E","EA","NOT130801147K","DETTOL SG 250ML ACTIVE (CORAL)","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
